,Area,Smart Phone,Multiple Devices,Wifi,Electricity Problem,Online/Offline
3622,Village,yes,no,no,no,Offline
3623,Town,yes,no,no,no,Offline
3624,Town,no,no,yes,no,Offline
3625,Town,no,yes,no,yes,Offline
3626,Town,no,yes,yes,no,Offline
3627,Town,no,no,no,no,Online
3628,Town,yes,yes,yes,yes,Offline
3629,Town,yes,no,no,no,Online
3630,Town,no,yes,yes,no,Offline
3631,Village,no,no,no,no,Online
3632,Village,no,no,yes,no,Online
3633,Town,yes,yes,no,yes,Online
3634,Village,yes,no,no,no,Offline
3635,Town,no,yes,yes,no,Online
3636,Village,yes,no,no,yes,Offline
3637,Village,no,yes,yes,yes,Online
3638,Town,no,yes,yes,yes,Online
3639,Town,yes,yes,yes,yes,Offline
3640,Town,no,no,no,no,Offline
3641,Town,yes,no,no,yes,Online
3642,Village,no,no,yes,no,Online
3643,Village,no,yes,yes,no,Offline
3644,Town,no,yes,no,yes,Offline
3645,Town,no,yes,no,no,Offline
3646,Village,yes,no,yes,yes,Offline
3647,Village,no,yes,yes,yes,Offline
3648,Village,no,no,no,no,Online
3649,Town,yes,yes,yes,no,Online
3650,Town,yes,yes,no,yes,Online
3651,Village,yes,no,no,no,Offline
3652,Village,no,no,no,yes,Online
3653,Town,yes,yes,no,no,Online
3654,Village,no,no,no,yes,Online
3655,Town,no,no,yes,no,Online
3656,Town,yes,yes,no,no,Online
3657,Town,no,yes,no,yes,Offline
3658,Town,no,no,no,yes,Offline
3659,Village,no,yes,no,no,Online
3660,Village,no,yes,no,no,Offline
3661,Village,yes,no,no,no,Offline
3662,Village,yes,no,no,yes,Offline
3663,Town,yes,no,yes,yes,Online
3664,Town,no,no,no,no,Offline
3665,Village,no,yes,no,yes,Offline
3666,Town,yes,yes,no,yes,Online
3667,Town,yes,yes,no,no,Online
3668,Town,no,no,no,yes,Offline
3669,Village,no,yes,yes,no,Online
3670,Town,yes,yes,no,no,Offline
3671,Town,yes,no,no,no,Online
3672,Town,no,no,yes,no,Offline
3673,Town,no,no,no,no,Offline
3674,Village,no,yes,no,no,Online
3675,Village,no,no,yes,yes,Offline
3676,Village,no,no,no,no,Offline
3677,Village,yes,no,no,no,Online
3678,Town,no,yes,no,yes,Offline
3679,Town,yes,yes,yes,no,Offline
3680,Village,yes,yes,yes,no,Offline
3681,Village,yes,yes,no,no,Online
3682,Village,yes,yes,no,no,Offline
3683,Town,yes,yes,no,yes,Offline
3684,Town,yes,yes,yes,no,Online
3685,Village,yes,no,no,no,Offline
3686,Town,no,yes,yes,no,Online
3687,Town,yes,yes,yes,no,Offline
3688,Town,no,no,no,yes,Offline
3689,Village,no,no,no,no,Online
3690,Town,no,yes,yes,yes,Online
3691,Town,no,yes,no,no,Online
3692,Town,no,yes,no,no,Online
3693,Village,yes,yes,no,no,Offline
3694,Village,yes,yes,no,no,Online
3695,Town,yes,no,yes,yes,Offline
3696,Town,yes,yes,no,yes,Online
3697,Village,yes,no,no,no,Online
3698,Town,yes,yes,no,yes,Online
3699,Village,no,no,yes,no,Offline
3700,Town,yes,yes,no,yes,Offline
3701,Town,no,yes,no,no,Offline
3702,Village,no,yes,no,yes,Online
3703,Village,no,yes,yes,yes,Online
3704,Town,no,yes,no,no,Offline
3705,Village,no,no,no,no,Offline
3706,Town,no,no,no,yes,Offline
3707,Town,no,no,no,yes,Online
3708,Town,no,yes,yes,yes,Offline
3709,Town,yes,yes,yes,no,Online
3710,Village,no,no,no,yes,Online
3711,Town,yes,yes,yes,no,Offline
3712,Village,yes,yes,yes,no,Online
3713,Town,no,yes,no,yes,Offline
3714,Town,no,yes,no,no,Offline
3715,Town,no,no,yes,yes,Online
3716,Village,yes,yes,yes,no,Online
3717,Village,yes,yes,no,no,Online
3718,Village,no,no,yes,no,Offline
3719,Town,yes,yes,yes,yes,Online
3720,Village,yes,no,yes,no,Online
3721,Town,yes,no,no,yes,Offline
3722,Village,no,yes,no,no,Online
3723,Town,yes,yes,yes,no,Offline
3724,Town,yes,no,yes,yes,Offline
3725,Village,yes,no,yes,yes,Offline
3726,Village,no,no,no,no,Online
3727,Village,no,yes,no,yes,Offline
3728,Town,no,yes,no,no,Online
3729,Town,no,yes,no,yes,Online
3730,Town,yes,yes,no,yes,Online
3731,Village,no,no,yes,yes,Offline
3732,Village,yes,no,yes,yes,Offline
3733,Village,yes,yes,no,yes,Online
3734,Village,yes,no,no,yes,Offline
3735,Village,yes,yes,no,yes,Offline
3736,Village,no,yes,yes,no,Offline
3737,Town,no,yes,no,no,Offline
3738,Town,yes,yes,yes,yes,Online
3739,Village,yes,no,yes,no,Offline
3740,Village,no,no,yes,no,Online
3741,Village,no,no,yes,yes,Online
3742,Village,yes,yes,yes,yes,Online
3743,Village,yes,no,no,yes,Online
3744,Town,no,yes,yes,no,Online
3745,Village,no,no,yes,no,Online
3746,Town,no,no,no,yes,Online
3747,Town,yes,yes,yes,no,Online
3748,Village,no,no,no,yes,Offline
3749,Village,yes,yes,yes,no,Offline
3750,Town,no,no,no,no,Offline
3751,Town,no,no,yes,no,Offline
3752,Village,no,yes,no,no,Online
3753,Village,no,yes,no,no,Online
3754,Village,no,yes,no,no,Offline
3755,Town,yes,no,no,no,Online
3756,Town,no,no,yes,yes,Offline
3757,Town,yes,yes,yes,no,Offline
3758,Village,yes,no,yes,no,Offline
3759,Village,no,yes,yes,no,Online
3760,Town,no,yes,no,yes,Online
3761,Village,no,no,yes,yes,Offline
3762,Village,no,no,yes,no,Offline
3763,Village,yes,yes,no,no,Online
3764,Village,no,no,no,no,Offline
3765,Village,yes,no,no,no,Offline
3766,Village,no,yes,yes,no,Online
3767,Village,yes,yes,no,no,Online
3768,Village,no,yes,no,yes,Online
3769,Town,no,yes,no,yes,Online
3770,Village,yes,yes,yes,yes,Online
3771,Town,yes,yes,no,no,Online
3772,Village,no,no,yes,no,Offline
3773,Town,no,yes,yes,yes,Offline
3774,Village,yes,yes,yes,no,Offline
3775,Town,no,no,yes,yes,Offline
3776,Town,yes,yes,yes,yes,Offline
3777,Village,yes,no,yes,no,Online
3778,Village,no,yes,no,no,Online
3779,Village,yes,yes,no,no,Offline
3780,Village,no,yes,yes,no,Online
3781,Town,yes,no,yes,no,Offline
3782,Town,yes,no,yes,no,Offline
3783,Town,yes,yes,yes,yes,Offline
3784,Town,yes,no,no,yes,Offline
3785,Village,no,yes,no,yes,Online
3786,Village,yes,yes,no,no,Online
3787,Town,no,no,yes,no,Offline
3788,Village,no,no,yes,yes,Online
3789,Town,no,no,no,yes,Online
3790,Town,yes,no,yes,yes,Offline
3791,Village,yes,yes,no,yes,Online
3792,Town,yes,no,no,no,Online
3793,Town,no,no,yes,yes,Offline
3794,Town,yes,yes,yes,yes,Offline
3795,Village,no,no,no,no,Offline
3796,Village,no,yes,yes,yes,Online
3797,Town,yes,no,yes,yes,Offline
3798,Town,yes,no,yes,no,Online
3799,Town,yes,no,yes,no,Online
3800,Village,no,yes,no,yes,Online
3801,Town,yes,yes,yes,no,Offline
3802,Village,no,yes,yes,no,Online
3803,Town,no,yes,no,no,Online
3804,Town,no,no,no,yes,Offline
3805,Village,no,no,yes,yes,Offline
3806,Town,yes,yes,yes,no,Online
3807,Town,yes,yes,yes,yes,Online
3808,Village,no,yes,yes,yes,Offline
3809,Town,no,yes,no,no,Offline
3810,Village,no,no,yes,no,Online
3811,Town,yes,no,no,yes,Online
3812,Village,no,yes,no,no,Online
3813,Village,yes,no,yes,yes,Online
3814,Town,yes,no,yes,yes,Online
3815,Town,yes,no,no,yes,Offline
3816,Village,yes,no,yes,no,Offline
3817,Village,no,no,yes,yes,Online
3818,Village,no,yes,no,no,Offline
3819,Town,no,no,no,yes,Online
3820,Town,yes,yes,yes,yes,Offline
3821,Town,yes,yes,no,yes,Offline
3822,Town,yes,no,no,yes,Online
3823,Town,no,no,yes,yes,Offline
3824,Village,yes,yes,yes,no,Online
3825,Town,yes,no,no,yes,Offline
3826,Village,no,yes,yes,no,Online
3827,Town,yes,no,no,yes,Online
3828,Town,no,no,no,yes,Offline
3829,Village,no,yes,yes,yes,Online
3830,Town,yes,no,no,yes,Online
3831,Village,yes,no,yes,yes,Offline
3832,Town,no,yes,yes,yes,Online
3833,Village,yes,no,no,no,Online
3834,Town,no,no,no,no,Offline
3835,Town,yes,no,yes,no,Offline
3836,Village,no,no,yes,no,Offline
3837,Village,no,yes,no,no,Offline
3838,Village,no,no,no,yes,Offline
3839,Town,yes,no,yes,no,Online
3840,Town,no,yes,no,no,Online
3841,Village,yes,no,yes,no,Offline
3842,Town,no,no,no,yes,Offline
3843,Village,no,yes,yes,yes,Online
3844,Village,no,yes,no,no,Offline
3845,Village,no,yes,yes,yes,Offline
3846,Village,yes,yes,no,yes,Offline
3847,Village,yes,yes,no,no,Offline
3848,Town,yes,yes,yes,yes,Offline
3849,Town,no,no,yes,no,Offline
3850,Village,yes,no,yes,yes,Offline
3851,Town,no,no,no,yes,Offline
3852,Town,yes,yes,no,yes,Online
3853,Village,yes,no,yes,yes,Online
3854,Village,no,yes,no,no,Offline
3855,Village,no,no,no,no,Online
3856,Town,no,yes,no,yes,Offline
3857,Town,no,yes,no,no,Online
3858,Village,yes,no,no,no,Offline
3859,Village,yes,yes,no,no,Offline
3860,Village,yes,no,yes,yes,Offline
3861,Town,yes,no,no,no,Offline
3862,Town,yes,no,yes,no,Online
3863,Town,no,no,yes,no,Offline
3864,Village,no,yes,yes,yes,Offline
3865,Village,no,no,no,no,Online
3866,Village,no,no,yes,no,Online
3867,Village,yes,no,no,no,Online
3868,Town,yes,no,no,no,Offline
3869,Village,no,no,yes,yes,Offline
3870,Town,yes,yes,no,yes,Online
3871,Village,yes,no,yes,no,Offline
3872,Village,no,yes,yes,yes,Online
3873,Town,no,no,yes,no,Offline
3874,Town,no,no,no,yes,Online
3875,Village,yes,no,no,yes,Offline
3876,Town,no,no,yes,yes,Offline
3877,Town,no,yes,yes,no,Online
3878,Town,no,yes,no,no,Online
3879,Town,no,yes,no,no,Offline
3880,Village,no,no,no,yes,Offline
3881,Village,yes,no,no,no,Online
3882,Village,no,no,yes,yes,Online
3883,Village,yes,no,yes,no,Online
3884,Village,yes,yes,no,no,Offline
3885,Village,no,no,yes,no,Offline
3886,Village,no,yes,no,no,Online
3887,Village,no,yes,yes,yes,Online
3888,Town,no,no,yes,yes,Online
3889,Town,no,no,yes,no,Offline
3890,Village,yes,yes,yes,no,Offline
3891,Village,no,no,yes,yes,Offline
3892,Town,yes,no,no,yes,Online
3893,Village,yes,yes,no,yes,Online
3894,Village,yes,yes,no,yes,Online
3895,Town,no,yes,no,no,Offline
3896,Village,yes,yes,no,yes,Online
3897,Village,no,no,yes,yes,Offline
3898,Village,yes,yes,no,no,Offline
3899,Town,yes,yes,no,yes,Offline
3900,Town,no,no,yes,yes,Offline
3901,Town,yes,no,no,no,Offline
3902,Village,no,yes,yes,no,Online
3903,Town,no,no,no,no,Online
3904,Village,no,yes,yes,no,Online
3905,Village,yes,no,yes,yes,Online
3906,Village,no,no,no,yes,Offline
3907,Town,no,yes,yes,yes,Offline
3908,Town,yes,yes,no,yes,Online
3909,Village,no,yes,yes,yes,Online
3910,Town,no,yes,yes,no,Offline
3911,Village,no,no,yes,no,Offline
3912,Town,no,yes,yes,yes,Offline
3913,Village,no,yes,yes,yes,Offline
3914,Town,yes,no,no,no,Online
3915,Town,no,no,no,yes,Online
3916,Village,yes,yes,no,yes,Offline
3917,Village,no,no,yes,no,Online
3918,Town,yes,no,yes,no,Online
3919,Town,yes,yes,no,no,Online
3920,Town,no,yes,yes,yes,Online
3921,Village,no,no,no,yes,Online
3922,Village,yes,no,yes,yes,Offline
3923,Village,yes,yes,yes,no,Offline
3924,Village,no,yes,yes,no,Offline
3925,Village,yes,no,no,yes,Offline
3926,Town,yes,yes,yes,yes,Offline
3927,Town,yes,no,yes,no,Offline
3928,Town,yes,no,no,yes,Online
3929,Village,yes,no,yes,yes,Offline
3930,Town,no,no,no,no,Online
3931,Village,no,yes,no,no,Offline
3932,Village,no,no,no,no,Online
3933,Village,no,no,no,yes,Online
3934,Village,yes,yes,no,yes,Online
3935,Village,no,no,yes,yes,Offline
3936,Village,no,no,yes,no,Online
3937,Village,no,yes,yes,yes,Online
3938,Village,no,yes,no,yes,Offline
3939,Village,no,no,yes,yes,Online
3940,Village,no,no,no,yes,Offline
3941,Village,yes,no,yes,no,Online
3942,Village,yes,no,yes,no,Online
3943,Town,no,yes,yes,yes,Offline
3944,Town,yes,no,no,yes,Online
3945,Town,no,yes,no,yes,Offline
3946,Town,yes,yes,no,no,Offline
3947,Village,no,no,yes,no,Offline
3948,Village,yes,yes,yes,yes,Online
3949,Town,yes,yes,no,no,Online
3950,Town,yes,yes,yes,no,Online
3951,Village,yes,yes,yes,yes,Online
3952,Town,yes,yes,yes,no,Online
3953,Village,yes,no,no,yes,Offline
3954,Village,no,no,yes,no,Online
3955,Village,no,yes,yes,yes,Offline
3956,Town,yes,yes,yes,no,Offline
3957,Town,yes,yes,yes,no,Online
3958,Village,yes,no,no,yes,Online
3959,Town,no,no,no,yes,Online
3960,Town,no,no,yes,yes,Online
3961,Town,yes,yes,no,yes,Online
3962,Village,yes,no,yes,yes,Offline
3963,Town,yes,yes,no,yes,Online
3964,Town,no,no,no,no,Offline
3965,Village,yes,yes,yes,yes,Offline
3966,Village,yes,yes,no,no,Online
3967,Village,yes,no,yes,yes,Offline
3968,Town,yes,yes,yes,yes,Online
3969,Town,no,no,yes,no,Offline
3970,Village,no,no,yes,yes,Online
3971,Town,yes,yes,no,yes,Online
3972,Town,no,no,yes,yes,Online
3973,Village,yes,yes,no,yes,Offline
3974,Town,yes,no,yes,yes,Offline
3975,Village,no,yes,no,no,Online
3976,Village,no,yes,no,yes,Online
3977,Town,yes,yes,yes,yes,Online
3978,Village,yes,no,yes,yes,Online
3979,Town,yes,no,yes,no,Online
3980,Town,no,no,yes,yes,Online
3981,Village,no,no,yes,no,Offline
3982,Town,no,yes,yes,no,Online
3983,Village,yes,yes,no,yes,Online
3984,Village,yes,yes,yes,yes,Offline
3985,Village,yes,yes,no,yes,Online
3986,Village,yes,yes,no,no,Online
3987,Town,no,yes,yes,yes,Offline
3988,Town,yes,no,no,no,Offline
3989,Village,no,yes,no,no,Online
3990,Village,no,yes,yes,yes,Offline
3991,Town,yes,no,no,yes,Offline
3992,Town,no,yes,yes,yes,Offline
3993,Village,no,no,no,yes,Online
3994,Town,yes,yes,no,yes,Online
3995,Village,yes,yes,no,no,Online
3996,Town,yes,no,no,no,Offline
3997,Village,yes,yes,no,no,Offline
3998,Town,no,no,no,yes,Online
3999,Town,yes,yes,yes,no,Online
4000,Village,yes,no,no,no,Offline
4001,Town,yes,yes,yes,yes,Online
4002,Town,no,yes,yes,yes,Offline
4003,Village,yes,yes,yes,no,Offline
4004,Village,yes,yes,no,no,Offline
4005,Village,yes,yes,yes,no,Online
4006,Town,yes,yes,no,yes,Online
4007,Village,yes,no,yes,no,Online
4008,Town,yes,yes,no,no,Offline
4009,Village,no,yes,no,no,Offline
4010,Village,no,no,no,yes,Offline
4011,Town,no,yes,no,no,Offline
4012,Village,yes,no,yes,yes,Offline
4013,Village,yes,no,yes,yes,Online
4014,Village,no,no,yes,yes,Offline
4015,Village,yes,no,yes,yes,Online
4016,Town,no,yes,yes,yes,Online
4017,Village,yes,no,yes,no,Online
4018,Town,no,no,yes,yes,Online
4019,Village,no,no,yes,yes,Online
4020,Town,no,no,no,no,Online
4021,Town,yes,yes,no,no,Online
4022,Town,no,yes,yes,yes,Offline
4023,Town,yes,no,yes,yes,Online
4024,Village,no,yes,yes,yes,Online
4025,Town,no,no,yes,no,Offline
4026,Village,no,no,yes,no,Offline
4027,Town,yes,yes,yes,yes,Online
4028,Town,yes,yes,yes,no,Offline
4029,Village,no,yes,yes,no,Online
4030,Town,yes,yes,yes,yes,Online
4031,Village,yes,no,no,no,Online
4032,Village,yes,no,yes,yes,Online
4033,Village,no,no,yes,yes,Offline
4034,Town,no,no,yes,yes,Online
4035,Town,no,yes,yes,yes,Offline
4036,Village,yes,no,yes,no,Offline
4037,Village,no,no,no,no,Offline
4038,Town,yes,no,yes,yes,Online
4039,Village,no,yes,yes,no,Offline
4040,Village,yes,no,no,yes,Online
4041,Village,yes,no,no,yes,Offline
4042,Village,no,yes,yes,no,Online
4043,Village,no,yes,no,yes,Online
4044,Village,no,yes,no,yes,Offline
4045,Town,no,yes,no,no,Online
4046,Town,yes,no,yes,yes,Online
4047,Village,yes,no,yes,no,Online
4048,Village,no,no,yes,no,Offline
4049,Town,no,no,yes,no,Online
4050,Village,yes,yes,yes,no,Offline
4051,Village,no,no,no,no,Online
4052,Town,yes,yes,no,yes,Online
4053,Village,no,yes,yes,yes,Offline
4054,Village,no,yes,yes,yes,Offline
4055,Town,no,yes,yes,yes,Online
4056,Village,no,no,no,no,Online
4057,Town,no,no,no,no,Online
4058,Town,yes,yes,no,yes,Offline
4059,Town,no,yes,yes,yes,Online
4060,Village,yes,yes,yes,yes,Offline
4061,Village,no,yes,no,no,Online
4062,Village,yes,no,no,no,Online
4063,Village,yes,no,no,yes,Offline
4064,Village,no,yes,no,no,Offline
4065,Town,no,yes,no,yes,Online
4066,Village,yes,no,yes,yes,Online
4067,Town,yes,yes,yes,yes,Online
4068,Town,no,yes,no,no,Online
4069,Town,no,yes,no,no,Offline
4070,Town,no,no,no,no,Online
4071,Town,yes,yes,yes,no,Offline
4072,Town,no,no,no,yes,Online
4073,Village,yes,yes,no,no,Offline
4074,Village,yes,no,no,no,Offline
4075,Village,yes,yes,no,no,Online
4076,Town,no,yes,yes,no,Online
4077,Village,yes,no,yes,no,Offline
4078,Village,no,yes,no,no,Offline
4079,Town,no,yes,no,yes,Offline
4080,Town,no,yes,no,yes,Offline
4081,Town,no,no,yes,no,Online
4082,Village,no,yes,no,yes,Offline
4083,Town,no,no,yes,no,Offline
4084,Town,no,yes,no,yes,Online
4085,Town,yes,yes,no,no,Online
4086,Village,yes,yes,yes,no,Offline
4087,Town,no,yes,no,no,Offline
4088,Village,yes,no,no,no,Offline
4089,Village,no,no,no,yes,Offline
4090,Town,no,yes,no,no,Offline
4091,Village,yes,no,yes,no,Offline
4092,Town,yes,yes,yes,no,Offline
4093,Village,no,yes,no,yes,Online
4094,Village,no,no,no,yes,Offline
4095,Village,no,yes,yes,no,Offline
4096,Town,no,yes,yes,yes,Online
4097,Town,no,yes,yes,no,Online
4098,Village,no,no,no,yes,Online
4099,Town,no,no,yes,yes,Online
4100,Town,no,yes,no,yes,Online
4101,Town,yes,yes,yes,yes,Offline
4102,Town,no,yes,yes,yes,Online
4103,Village,yes,yes,no,no,Online
4104,Village,yes,yes,no,no,Online
4105,Village,no,yes,no,yes,Online
4106,Village,yes,no,yes,no,Online
4107,Village,no,yes,no,yes,Offline
4108,Village,no,yes,yes,yes,Offline
4109,Town,no,yes,no,no,Online
4110,Town,no,yes,yes,no,Offline
4111,Town,no,yes,yes,yes,Offline
4112,Village,no,yes,yes,yes,Offline
4113,Village,no,no,yes,yes,Online
4114,Town,yes,no,no,no,Online
4115,Town,yes,yes,yes,no,Offline
4116,Town,yes,yes,no,no,Offline
4117,Town,yes,yes,yes,no,Offline
4118,Village,yes,yes,no,yes,Offline
4119,Town,yes,yes,no,yes,Offline
4120,Village,yes,no,no,no,Online
4121,Town,yes,no,yes,yes,Offline
4122,Town,no,no,no,no,Online
4123,Village,no,yes,no,no,Online
4124,Village,no,yes,yes,yes,Online
4125,Village,yes,no,yes,yes,Offline
4126,Town,yes,yes,yes,yes,Online
4127,Town,yes,no,yes,yes,Offline
4128,Village,yes,no,yes,no,Offline
4129,Town,no,yes,yes,yes,Online
4130,Village,yes,yes,yes,no,Offline
4131,Town,no,yes,no,no,Offline
4132,Town,yes,no,yes,yes,Offline
4133,Town,no,yes,yes,no,Offline
4134,Village,no,no,yes,no,Offline
4135,Village,yes,no,yes,no,Online
4136,Town,yes,no,yes,no,Offline
4137,Village,no,yes,no,yes,Offline
4138,Town,no,yes,no,yes,Online
4139,Village,no,yes,yes,yes,Offline
4140,Village,yes,yes,no,no,Offline
4141,Town,no,no,yes,no,Online
4142,Village,no,no,yes,yes,Online
4143,Village,no,yes,no,no,Offline
4144,Town,no,no,yes,yes,Offline
4145,Village,yes,no,no,yes,Offline
4146,Village,yes,no,yes,yes,Online
4147,Town,no,no,yes,no,Offline
4148,Town,no,no,yes,no,Offline
4149,Town,no,yes,yes,no,Online
4150,Village,no,no,no,no,Offline
4151,Village,no,no,no,no,Online
4152,Town,yes,yes,yes,no,Offline
4153,Village,no,yes,yes,yes,Offline
4154,Village,no,no,yes,no,Online
4155,Village,no,no,yes,no,Online
4156,Village,no,yes,yes,no,Offline
4157,Village,yes,no,yes,no,Online
4158,Village,no,yes,no,yes,Offline
4159,Village,no,no,no,yes,Online
4160,Town,yes,no,no,yes,Offline
4161,Village,no,no,no,yes,Offline
4162,Village,yes,yes,yes,no,Offline
4163,Village,no,no,no,yes,Online
4164,Town,no,no,no,no,Online
4165,Town,yes,no,yes,yes,Offline
4166,Village,yes,yes,yes,yes,Online
4167,Village,no,no,yes,no,Online
4168,Village,no,no,no,yes,Online
4169,Town,yes,no,yes,no,Online
4170,Town,yes,no,no,no,Offline
4171,Town,yes,no,yes,yes,Online
4172,Village,no,yes,no,no,Offline
4173,Village,no,yes,no,no,Online
4174,Town,yes,yes,no,no,Online
4175,Town,no,no,yes,no,Offline
4176,Village,no,no,no,yes,Online
4177,Town,yes,no,no,no,Offline
4178,Town,no,yes,no,yes,Online
4179,Town,yes,yes,no,no,Offline
4180,Town,no,yes,no,yes,Offline
4181,Village,no,no,no,no,Online
4182,Town,no,no,no,no,Offline
4183,Village,yes,yes,no,yes,Offline
4184,Town,no,no,no,yes,Online
4185,Village,no,no,no,yes,Online
4186,Town,no,yes,no,yes,Offline
4187,Town,no,yes,yes,no,Offline
4188,Village,no,yes,no,no,Online
4189,Town,no,no,yes,yes,Online
4190,Village,yes,no,yes,yes,Online
4191,Village,yes,no,no,yes,Online
4192,Town,yes,no,no,yes,Online
4193,Village,no,no,no,yes,Offline
4194,Town,no,no,yes,no,Online
4195,Village,yes,no,no,yes,Offline
4196,Village,no,no,no,no,Online
4197,Village,no,no,yes,yes,Online
4198,Village,no,no,yes,no,Online
4199,Town,yes,no,no,no,Online
4200,Town,yes,no,yes,yes,Online
4201,Town,no,no,yes,yes,Online
4202,Town,yes,no,no,yes,Offline
4203,Town,no,no,no,no,Online
4204,Village,no,yes,yes,yes,Offline
4205,Town,no,no,no,yes,Online
4206,Village,yes,yes,no,no,Offline
4207,Town,yes,no,no,no,Online
4208,Village,yes,no,no,no,Online
4209,Village,no,no,no,yes,Online
4210,Town,no,no,yes,no,Online
4211,Town,no,yes,yes,no,Online
4212,Village,no,no,yes,no,Offline
4213,Town,yes,yes,yes,no,Online
4214,Village,yes,no,yes,yes,Online
4215,Village,yes,no,no,yes,Online
4216,Town,no,yes,yes,yes,Offline
4217,Town,no,yes,no,no,Offline
4218,Village,yes,yes,no,no,Online
4219,Village,no,yes,yes,yes,Online
4220,Town,yes,yes,no,no,Online
4221,Town,yes,yes,no,yes,Offline
4222,Town,no,no,yes,yes,Online
4223,Town,no,yes,no,yes,Offline
4224,Village,yes,yes,yes,yes,Online
4225,Town,no,yes,yes,yes,Offline
4226,Town,yes,no,yes,yes,Offline
4227,Village,yes,yes,yes,yes,Offline
4228,Town,yes,yes,no,yes,Online
4229,Town,yes,yes,yes,no,Offline
4230,Village,no,yes,yes,no,Offline
4231,Town,yes,no,yes,no,Online
4232,Town,yes,no,no,yes,Online
4233,Town,yes,no,no,yes,Online
4234,Town,yes,no,no,no,Online
4235,Village,yes,no,no,yes,Online
4236,Village,no,yes,no,yes,Offline
4237,Village,yes,yes,yes,yes,Offline
4238,Village,yes,yes,no,no,Offline
4239,Village,yes,no,yes,no,Online
4240,Village,yes,yes,no,yes,Offline
4241,Town,no,yes,no,no,Offline
4242,Village,no,yes,yes,yes,Offline
4243,Town,no,no,yes,no,Offline
4244,Town,yes,yes,no,no,Online
4245,Town,yes,no,no,yes,Online
4246,Village,no,yes,no,no,Offline
4247,Town,no,no,no,no,Online
4248,Village,no,yes,yes,no,Online
4249,Village,no,yes,no,no,Online
4250,Town,yes,yes,yes,no,Offline
4251,Town,no,no,no,no,Offline
4252,Village,yes,no,no,yes,Online
4253,Town,yes,yes,yes,yes,Online
4254,Town,no,yes,yes,no,Online
4255,Village,no,yes,yes,no,Online
4256,Village,no,yes,yes,no,Online
4257,Town,yes,no,yes,no,Online
4258,Village,yes,no,no,no,Offline
4259,Town,no,no,yes,no,Online
4260,Town,no,no,yes,yes,Offline
4261,Village,yes,yes,no,yes,Offline
4262,Town,no,no,yes,yes,Offline
4263,Village,no,yes,yes,no,Online
4264,Town,yes,yes,yes,yes,Offline
4265,Town,yes,yes,no,yes,Offline
4266,Town,yes,no,yes,yes,Offline
4267,Village,no,no,yes,no,Offline
4268,Town,yes,yes,yes,yes,Online
4269,Town,no,no,yes,no,Online
4270,Village,no,no,no,yes,Offline
4271,Town,no,yes,yes,no,Offline
4272,Village,yes,yes,no,yes,Offline
4273,Village,no,yes,no,yes,Offline
4274,Village,no,yes,no,yes,Online
4275,Town,yes,yes,no,no,Online
4276,Village,no,yes,yes,yes,Online
4277,Village,yes,yes,no,no,Online
4278,Town,yes,no,no,yes,Offline
4279,Village,no,yes,no,no,Online
4280,Village,no,no,no,yes,Online
4281,Town,yes,no,yes,yes,Online
4282,Town,no,yes,no,yes,Online
4283,Town,no,yes,yes,no,Offline
4284,Town,yes,yes,yes,no,Online
4285,Village,no,no,no,no,Offline
4286,Town,no,no,no,yes,Online
4287,Town,yes,no,no,yes,Offline
4288,Town,no,yes,yes,yes,Offline
4289,Town,yes,yes,yes,yes,Online
4290,Village,yes,no,yes,yes,Online
4291,Village,yes,yes,no,no,Offline
4292,Village,yes,no,no,no,Offline
4293,Village,yes,no,yes,no,Offline
4294,Town,yes,no,no,yes,Offline
4295,Town,yes,yes,no,no,Online
4296,Town,no,yes,yes,yes,Online
4297,Village,yes,no,yes,no,Online
4298,Village,yes,no,no,yes,Online
4299,Village,no,no,yes,yes,Offline
4300,Town,no,yes,yes,no,Offline
4301,Town,yes,yes,no,yes,Offline
4302,Village,no,no,yes,yes,Offline
4303,Town,yes,yes,no,no,Online
4304,Town,yes,yes,yes,yes,Offline
4305,Town,no,yes,no,no,Online
4306,Village,yes,yes,yes,yes,Offline
4307,Village,no,yes,yes,no,Offline
4308,Town,yes,no,yes,no,Offline
4309,Town,no,yes,no,no,Online
4310,Village,no,yes,yes,yes,Offline
4311,Town,yes,no,yes,no,Online
4312,Town,yes,yes,no,no,Offline
4313,Village,no,no,no,yes,Offline
4314,Town,yes,yes,no,yes,Offline
4315,Village,yes,yes,no,yes,Online
4316,Town,yes,yes,no,no,Offline
4317,Village,no,yes,yes,no,Offline
4318,Village,no,no,yes,no,Offline
4319,Town,no,no,no,no,Online
4320,Village,yes,yes,no,no,Offline
4321,Town,no,no,no,no,Offline
4322,Village,yes,no,no,no,Offline
4323,Village,no,yes,no,no,Offline
4324,Village,no,no,no,yes,Offline
4325,Town,no,no,no,yes,Online
4326,Town,no,no,no,no,Offline
4327,Town,no,no,no,no,Offline
4328,Town,no,yes,no,yes,Offline
4329,Village,yes,no,yes,no,Online
4330,Town,yes,yes,yes,yes,Offline
4331,Village,no,no,no,yes,Online
4332,Town,yes,yes,yes,no,Offline
4333,Town,no,yes,no,yes,Offline
4334,Village,yes,no,yes,yes,Offline
4335,Village,yes,no,no,no,Offline
4336,Village,yes,yes,yes,yes,Online
4337,Town,yes,no,yes,no,Offline
